"TableTitle"	"Variable"	"Units"	"Year"	"Age.group"	"Sex"	"Education.level"	"Residence"	"Region"	"Wealth.quintle"	"Value"	"Number.of.persons"
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Total"	"Central"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Total"	"Central"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Total"	"Central"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Total"	"Central"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Total"	"Coast"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Total"	"Coast"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Total"	"Coast"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Total"	"Coast"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Total"	"Coast"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Total"	"Coast"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Total"	"Eastern"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Total"	"Eastern"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Total"	"Eastern"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Total"	"Eastern"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Total"	"Eastern"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Total"	"Eastern"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Total"	"Nairobi"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Total"	"Nairobi"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Total"	"Nairobi"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Total"	"Nairobi"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Total"	"Nairobi"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Total"	"Nairobi"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Total"	"North Eastern"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Total"	"North Eastern"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Total"	"North Eastern"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Total"	"North Eastern"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Total"	"North Eastern"	"Second"		
