"TableTitle"	"Variable"	"Units"	"Year"	"Residence"	"Region"	"Wealth.quintle"	"Cleansing.agents.available"	"Value"	"Number.of.households.with.place.for.washing.hands.was.observed"
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Total"	"Middle"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Total"	"Middle"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Total"	"Middle"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Total"	"Middle"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Total"	"Second"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Total"	"Second"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Total"	"Second"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Total"	"Second"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Total"	"Second"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Total"	"Second"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Total"	"Second"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Total"	"Second"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Total"	"Total"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Total"	"Total"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Total"	"Total"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Total"	"Total"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Total"	"Total"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Total"	"Total"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Total"	"Total"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Total"	"Total"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Western"	"Fourth"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Western"	"Fourth"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Western"	"Fourth"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Western"	"Fourth"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Western"	"Fourth"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Western"	"Fourth"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Western"	"Fourth"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Western"	"Fourth"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Western"	"Highest"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Western"	"Highest"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Western"	"Highest"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Western"	"Highest"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Western"	"Highest"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Urban"	"Western"	"Highest"	"Soap but no water"		
