"TableTitle"	"Variable"	"Units"	"Year"	"Age.group"	"Sex"	"Residence"	"Region"	"Wealth.quintle"	"Possession.of.birth.certificate"	"Value"	"Number.of.children"
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"North Eastern"	"Second"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"North Eastern"	"Second"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"North Eastern"	"Second"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"North Eastern"	"Total"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"North Eastern"	"Total"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"North Eastern"	"Total"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nyanza"	"Fourth"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nyanza"	"Fourth"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nyanza"	"Fourth"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nyanza"	"Highest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nyanza"	"Highest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nyanza"	"Highest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nyanza"	"Lowest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nyanza"	"Lowest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nyanza"	"Lowest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nyanza"	"Middle"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nyanza"	"Middle"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nyanza"	"Middle"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nyanza"	"Second"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nyanza"	"Second"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nyanza"	"Second"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nyanza"	"Total"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nyanza"	"Total"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nyanza"	"Total"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Rift Valley"	"Fourth"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Rift Valley"	"Fourth"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Rift Valley"	"Fourth"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Rift Valley"	"Highest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Rift Valley"	"Highest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Rift Valley"	"Highest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Rift Valley"	"Lowest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Rift Valley"	"Lowest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Rift Valley"	"Lowest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Rift Valley"	"Middle"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Rift Valley"	"Middle"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Rift Valley"	"Middle"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Rift Valley"	"Second"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Rift Valley"	"Second"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Rift Valley"	"Second"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Rift Valley"	"Total"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Rift Valley"	"Total"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Rift Valley"	"Total"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Total"	"Fourth"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Total"	"Fourth"	"Total"		
